// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\1c3c2a05-3807-4016-82df-d80eb4d1fbde
// command took 1,7s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\1c3c2a05-3807-4016-82df-d80eb4d1fbde
// command took 2,9s and exited with 0
// ***** Done, took 00:00:04 (4.78 sec)   *****
// Found 2 benchmarks:
//   BenchMarkExecutorDatabase.GetCountryEnumerable: DefaultJob
//   BenchMarkExecutorDatabase.GetCountryQueryable: DefaultJob

// **************************
// Benchmark: BenchMarkExecutorDatabase.GetCountryEnumerable: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "1c3c2a05-3807-4016-82df-d80eb4d1fbde.dll" --benchmarkName "DALMentoring.Database.BenchMarkExecutorDatabase.GetCountryEnumerable" --job "Default" --benchmarkId 0 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\1c3c2a05-3807-4016-82df-d80eb4d1fbde\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  60: 1 op, 21800.00 ns, 21.8000 us/op
WorkloadActual  61: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadActual  62: 1 op, 21900.00 ns, 21.9000 us/op
WorkloadActual  63: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadActual  64: 1 op, 22100.00 ns, 22.1000 us/op
WorkloadActual  65: 1 op, 49300.00 ns, 49.3000 us/op
WorkloadActual  66: 1 op, 48500.00 ns, 48.5000 us/op
WorkloadActual  67: 1 op, 82000.00 ns, 82.0000 us/op
WorkloadActual  68: 1 op, 48700.00 ns, 48.7000 us/op
WorkloadActual  69: 1 op, 23900.00 ns, 23.9000 us/op
WorkloadActual  70: 1 op, 22700.00 ns, 22.7000 us/op
WorkloadActual  71: 1 op, 21600.00 ns, 21.6000 us/op
WorkloadActual  72: 1 op, 23900.00 ns, 23.9000 us/op
WorkloadActual  73: 1 op, 65900.00 ns, 65.9000 us/op
WorkloadActual  74: 1 op, 55100.00 ns, 55.1000 us/op
WorkloadActual  75: 1 op, 30400.00 ns, 30.4000 us/op
WorkloadActual  76: 1 op, 46300.00 ns, 46.3000 us/op
WorkloadActual  77: 1 op, 26300.00 ns, 26.3000 us/op
WorkloadActual  78: 1 op, 24600.00 ns, 24.6000 us/op
WorkloadActual  79: 1 op, 22200.00 ns, 22.2000 us/op
WorkloadActual  80: 1 op, 21700.00 ns, 21.7000 us/op
WorkloadActual  81: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadActual  82: 1 op, 22100.00 ns, 22.1000 us/op
WorkloadActual  83: 1 op, 21600.00 ns, 21.6000 us/op
WorkloadActual  84: 1 op, 24900.00 ns, 24.9000 us/op
WorkloadActual  85: 1 op, 23600.00 ns, 23.6000 us/op
WorkloadActual  86: 1 op, 52400.00 ns, 52.4000 us/op
WorkloadActual  87: 1 op, 23400.00 ns, 23.4000 us/op
WorkloadActual  88: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadActual  89: 1 op, 22300.00 ns, 22.3000 us/op
WorkloadActual  90: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadActual  91: 1 op, 21400.00 ns, 21.4000 us/op
WorkloadActual  92: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadActual  93: 1 op, 21600.00 ns, 21.6000 us/op
WorkloadActual  94: 1 op, 21400.00 ns, 21.4000 us/op
WorkloadActual  95: 1 op, 22500.00 ns, 22.5000 us/op
WorkloadActual  96: 1 op, 54100.00 ns, 54.1000 us/op
WorkloadActual  97: 1 op, 22200.00 ns, 22.2000 us/op
WorkloadActual  98: 1 op, 23800.00 ns, 23.8000 us/op
WorkloadActual  99: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadActual  100: 1 op, 21500.00 ns, 21.5000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 25500.00 ns, 25.5000 us/op
WorkloadResult   2: 1 op, 25600.00 ns, 25.6000 us/op
WorkloadResult   3: 1 op, 25100.00 ns, 25.1000 us/op
WorkloadResult   4: 1 op, 22200.00 ns, 22.2000 us/op
WorkloadResult   5: 1 op, 24100.00 ns, 24.1000 us/op
WorkloadResult   6: 1 op, 21900.00 ns, 21.9000 us/op
WorkloadResult   7: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadResult   8: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadResult   9: 1 op, 22200.00 ns, 22.2000 us/op
WorkloadResult  10: 1 op, 24500.00 ns, 24.5000 us/op
WorkloadResult  11: 1 op, 31600.00 ns, 31.6000 us/op
WorkloadResult  12: 1 op, 25300.00 ns, 25.3000 us/op
WorkloadResult  13: 1 op, 21900.00 ns, 21.9000 us/op
WorkloadResult  14: 1 op, 22100.00 ns, 22.1000 us/op
WorkloadResult  15: 1 op, 27400.00 ns, 27.4000 us/op
WorkloadResult  16: 1 op, 25000.00 ns, 25.0000 us/op
WorkloadResult  17: 1 op, 25000.00 ns, 25.0000 us/op
WorkloadResult  18: 1 op, 37100.00 ns, 37.1000 us/op
WorkloadResult  19: 1 op, 27400.00 ns, 27.4000 us/op
WorkloadResult  20: 1 op, 24200.00 ns, 24.2000 us/op
WorkloadResult  21: 1 op, 22700.00 ns, 22.7000 us/op
WorkloadResult  22: 1 op, 21700.00 ns, 21.7000 us/op
WorkloadResult  23: 1 op, 21800.00 ns, 21.8000 us/op
WorkloadResult  24: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadResult  25: 1 op, 22100.00 ns, 22.1000 us/op
WorkloadResult  26: 1 op, 24700.00 ns, 24.7000 us/op
WorkloadResult  27: 1 op, 25200.00 ns, 25.2000 us/op
WorkloadResult  28: 1 op, 25600.00 ns, 25.6000 us/op
WorkloadResult  29: 1 op, 22100.00 ns, 22.1000 us/op
WorkloadResult  30: 1 op, 24900.00 ns, 24.9000 us/op
WorkloadResult  31: 1 op, 21800.00 ns, 21.8000 us/op
WorkloadResult  32: 1 op, 22300.00 ns, 22.3000 us/op
WorkloadResult  33: 1 op, 25200.00 ns, 25.2000 us/op
WorkloadResult  34: 1 op, 25400.00 ns, 25.4000 us/op
WorkloadResult  35: 1 op, 23300.00 ns, 23.3000 us/op
WorkloadResult  36: 1 op, 21800.00 ns, 21.8000 us/op
WorkloadResult  37: 1 op, 23900.00 ns, 23.9000 us/op
WorkloadResult  38: 1 op, 22500.00 ns, 22.5000 us/op
WorkloadResult  39: 1 op, 21900.00 ns, 21.9000 us/op
WorkloadResult  40: 1 op, 22700.00 ns, 22.7000 us/op
WorkloadResult  41: 1 op, 21700.00 ns, 21.7000 us/op
WorkloadResult  42: 1 op, 23100.00 ns, 23.1000 us/op
WorkloadResult  43: 1 op, 21600.00 ns, 21.6000 us/op
WorkloadResult  44: 1 op, 24500.00 ns, 24.5000 us/op
WorkloadResult  45: 1 op, 22200.00 ns, 22.2000 us/op
WorkloadResult  46: 1 op, 21600.00 ns, 21.6000 us/op
WorkloadResult  47: 1 op, 21800.00 ns, 21.8000 us/op
WorkloadResult  48: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadResult  49: 1 op, 21900.00 ns, 21.9000 us/op
WorkloadResult  50: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadResult  51: 1 op, 22100.00 ns, 22.1000 us/op
WorkloadResult  52: 1 op, 23900.00 ns, 23.9000 us/op
WorkloadResult  53: 1 op, 22700.00 ns, 22.7000 us/op
WorkloadResult  54: 1 op, 21600.00 ns, 21.6000 us/op
WorkloadResult  55: 1 op, 23900.00 ns, 23.9000 us/op
WorkloadResult  56: 1 op, 30400.00 ns, 30.4000 us/op
WorkloadResult  57: 1 op, 26300.00 ns, 26.3000 us/op
WorkloadResult  58: 1 op, 24600.00 ns, 24.6000 us/op
WorkloadResult  59: 1 op, 22200.00 ns, 22.2000 us/op
WorkloadResult  60: 1 op, 21700.00 ns, 21.7000 us/op
WorkloadResult  61: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadResult  62: 1 op, 22100.00 ns, 22.1000 us/op
WorkloadResult  63: 1 op, 21600.00 ns, 21.6000 us/op
WorkloadResult  64: 1 op, 24900.00 ns, 24.9000 us/op
WorkloadResult  65: 1 op, 23600.00 ns, 23.6000 us/op
WorkloadResult  66: 1 op, 23400.00 ns, 23.4000 us/op
WorkloadResult  67: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadResult  68: 1 op, 22300.00 ns, 22.3000 us/op
WorkloadResult  69: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadResult  70: 1 op, 21400.00 ns, 21.4000 us/op
WorkloadResult  71: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadResult  72: 1 op, 21600.00 ns, 21.6000 us/op
WorkloadResult  73: 1 op, 21400.00 ns, 21.4000 us/op
WorkloadResult  74: 1 op, 22500.00 ns, 22.5000 us/op
WorkloadResult  75: 1 op, 22200.00 ns, 22.2000 us/op
WorkloadResult  76: 1 op, 23800.00 ns, 23.8000 us/op
WorkloadResult  77: 1 op, 21500.00 ns, 21.5000 us/op
WorkloadResult  78: 1 op, 21500.00 ns, 21.5000 us/op
GC:  0 0 0 2408 1
Threading:  0 0 1

// AfterAll
// Benchmark Process 4348 has exited with code 0

Mean = 23.427 μs, StdErr = 0.288 μs (1.23%), N = 78, StdDev = 2.542 μs
Min = 21.400 μs, Q1 = 21.825 μs, Median = 22.250 μs, Q3 = 24.575 μs, Max = 37.100 μs
IQR = 2.750 μs, LowerFence = 17.700 μs, UpperFence = 28.700 μs
ConfidenceInterval = [22.442 μs; 24.412 μs] (CI 99.9%), Margin = 0.985 μs (4.20% of Mean)
Skewness = 2.73, Kurtosis = 13.15, MValue = 2.34

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\DALMentoring.Database.BenchMarkExecutorDatabase-report.csv
  BenchmarkDotNet.Artifacts\results\DALMentoring.Database.BenchMarkExecutorDatabase-report-github.md
  BenchmarkDotNet.Artifacts\results\DALMentoring.Database.BenchMarkExecutorDatabase-report.html

// * Detailed results *
BenchMarkExecutorDatabase.GetCountryQueryable: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 23.427 μs, StdErr = 0.288 μs (1.23%), N = 78, StdDev = 2.542 μs
Min = 21.400 μs, Q1 = 21.825 μs, Median = 22.250 μs, Q3 = 24.575 μs, Max = 37.100 μs
IQR = 2.750 μs, LowerFence = 17.700 μs, UpperFence = 28.700 μs
ConfidenceInterval = [22.442 μs; 24.412 μs] (CI 99.9%), Margin = 0.985 μs (4.20% of Mean)
Skewness = 2.73, Kurtosis = 13.15, MValue = 2.34
-------------------- Histogram --------------------
[21.269 μs ; 22.831 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[22.831 μs ; 23.769 μs) | @@@@
[23.769 μs ; 25.331 μs) | @@@@@@@@@@@@@@@@@@
[25.331 μs ; 26.631 μs) | @@@@@
[26.631 μs ; 28.181 μs) | @@
[28.181 μs ; 30.219 μs) | 
[30.219 μs ; 31.781 μs) | @@
[31.781 μs ; 33.342 μs) | 
[33.342 μs ; 34.904 μs) | 
[34.904 μs ; 36.319 μs) | 
[36.319 μs ; 37.881 μs) | @
---------------------------------------------------

BenchMarkExecutorDatabase.GetCountryEnumerable: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 23.739 μs, StdErr = 0.186 μs (0.78%), N = 80, StdDev = 1.662 μs
Min = 22.400 μs, Q1 = 22.800 μs, Median = 23.000 μs, Q3 = 24.525 μs, Max = 31.600 μs
IQR = 1.725 μs, LowerFence = 20.212 μs, UpperFence = 27.113 μs
ConfidenceInterval = [23.104 μs; 24.374 μs] (CI 99.9%), Margin = 0.635 μs (2.68% of Mean)
Skewness = 2.27, Kurtosis = 8.93, MValue = 2.44
-------------------- Histogram --------------------
[22.344 μs ; 23.356 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[23.356 μs ; 24.394 μs) | @@@
[24.394 μs ; 25.406 μs) | @@@@@@@@@@@@@@
[25.406 μs ; 26.406 μs) | @@@
[26.406 μs ; 27.744 μs) | @
[27.744 μs ; 28.756 μs) | @@@
[28.756 μs ; 29.769 μs) | 
[29.769 μs ; 31.094 μs) | 
[31.094 μs ; 32.106 μs) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.1256 (1909/November2018Update/19H2)
AMD Ryzen 5 2600, 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.101
  [Host]     : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT


|               Method |     Mean |    Error |   StdDev |   Median | Rank | Gen 0 | Gen 1 | Gen 2 | Allocated |
|--------------------- |---------:|---------:|---------:|---------:|-----:|------:|------:|------:|----------:|
|  GetCountryQueryable | 23.43 μs | 0.985 μs | 2.542 μs | 22.25 μs |    1 |     - |     - |     - |   2.35 KB |
| GetCountryEnumerable | 23.74 μs | 0.635 μs | 1.662 μs | 23.00 μs |    2 |     - |     - |     - |   2.58 KB |

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger
MinIterationTime
  BenchMarkExecutorDatabase.GetCountryQueryable: Default  -> The minimum observed iteration time is 21.4000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  BenchMarkExecutorDatabase.GetCountryEnumerable: Default -> The minimum observed iteration time is 22.4000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.

// * Hints *
Outliers
  BenchMarkExecutorDatabase.GetCountryQueryable: Default  -> 22 outliers were removed (42.80 μs..217.70 μs)
  BenchMarkExecutorDatabase.GetCountryEnumerable: Default -> 20 outliers were removed (32.30 μs..86.00 μs)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 μs      : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:03 (3.12 sec), executed benchmarks: 2

Global total time: 00:00:07 (7.9 sec), executed benchmarks: 2
// * Artifacts cleanup *
